Animal_Name,Common_Name,Age_Class,Sex,Occurrence,Strand_Date,County,City,Locality,Stranding_Details,Latitude,Longitude,Admit_Date,Status,Status_2,Disposition_Date,COD_List_Side,Diagnosis_List_Side
Gafco,California Sea Lion,Yearling,Male,1,6/16/05,San Luis Obispo,Morro Bay,Morro Bay Harbor,,35.369,-120.871,6/16/05,released,,7/31/05,,"abscess, domoic acid toxicity (acute)"
Rage,California Sea Lion,Adult,Female,1,6/16/05,San Mateo,Pescadero,Pomponio State Beach,1/4 mile South of parking lot,37.293,-122.413,6/18/05,released,,7/24/05,,domoic acid toxicity (chronic)
Galapagos,California Sea Lion,Adult,Female,1,6/16/05,Ventura,Unincorporated,Pt. Mugu Naval Air Station,Alpha Complex,34.1036,-119.1336,6/21/05,DOA,,6/20/05,domoic acid toxicity (acute),domoic acid toxicity (acute)
Kauai,California Sea Lion,Adult,Female,1,6/16/05,Ventura,Ventura,Pierpont Beach,New Bedford Court,34.258,-119.272,6/21/05,euthanasia,,6/21/05,"Euthanasia, domoic acid toxicity (acute)",domoic acid toxicity (acute)
Arruba,California Sea Lion,Adult,Female,1,6/18/05,Ventura,Unincorporated,Pt. Mugu Naval Air Station,Charlie Complex,34.097,-119.12,6/21/05,DOA,,6/21/05,domoic acid toxicity (acute),domoic acid toxicity (acute)
Jamaica,California Sea Lion,Subadult,Male,1,6/18/05,Ventura,Ventura,Surfers Point,out from parking lot kiosk,34.274,-119.299,6/21/05,died in treatment,,6/21/05,domoic acid toxicity (acute),domoic acid toxicity (acute)
Cancun (Tahiti),California Sea Lion,Adult,Female,1,6/19/05,Ventura,Port Hueneme,,"East of Hueneme Beach, near J Street Canal",34.137,-119.186,6/21/05,DOA,,6/21/05,domoic acid toxicity (acute),domoic acid toxicity (acute)
Madagascar,California Sea Lion,Adult,Female,1,6/19/05,Ventura,Port Hueneme,Hueneme Beach,West of Hueneme Beach,34.1416,-119.1955,6/21/05,DOA,,6/21/05,domoic acid toxicity (acute),domoic acid toxicity (acute)
Sicily,California Sea Lion,Adult,Female,1,6/20/05,Ventura,Ventura,Harbor Cove,in front of lifeguard tower,34.247,-119.2641,6/21/05,DOA,,6/21/05,domoic acid toxicity (acute),domoic acid toxicity (acute)
Anacapa,California Sea Lion,Yearling,Female,1,6/20/05,Ventura,Unincorporated,Solemar Beach,2840 W. Pacific Coast Highway,34.3118,-119.3602,6/21/05,released,,7/8/05,,domoic acid toxicity (acute)
Islamorada,California Sea Lion,Adult,Female,1,6/25/05,Ventura,Oxnard,Oxnard Shores,Marine Way,34.1856,-119.2426,6/25/05,released,,8/2/05,,domoic acid toxicity (acute)
Tavernier,California Sea Lion,Adult,Female,1,6/25/05,Ventura,Oxnard,Oxnard Shores,End of Wholly Road,34.1842,-119.2417,6/25/05,released,,7/24/05,,domoic acid toxicity (acute)
Compex,California Sea Lion,Adult,Female,1,6/26/05,Ventura,Oxnard,Harbor Island,"Off Hemlock Street, in lagoon",34.249,-119.2624,6/29/05,died in treatment,,7/6/05,domoic acid toxicity (acute),domoic acid toxicity (acute)
Bahama,California Sea Lion,Adult,Female,1,7/1/05,Ventura,Ventura,Emmawoods  Campground,Post 39,34.2754,-119.3093,7/1/05,died in treatment,,7/2/05,domoic acid toxicity (acute),domoic acid toxicity (acute)
Cayman,California Sea Lion,Juvenile,Male,1,7/1/05,Ventura,Ventura,Emmawoods Campground,post 19,34.2754,-119.3093,7/1/05,released,,7/28/05,,"malnutrition, domoic acid toxicity (acute)"
DIT,California Sea Lion,Juvenile,Male,1,7/2/05,San Luis Obispo,Avila Beach,Avila Beach,south of Avila Pier,35.172,-120.725,7/2/05,died in treatment,,7/2/05,"Meningitis, Encephalitis, Septicemia",domoic acid toxicity (acute)
Bonaire,California Sea Lion,Adult,Female,1,7/3/05,San Luis Obispo,Cayucos,Cayucos State Beach,north of the pier near tidepools,35.442,-120.909,7/3/05,released,,7/8/05,,"unknown, domoic acid toxicity (acute)"
Bermuda,California Sea Lion,Yearling,Female,1,7/3/05,San Luis Obispo,Pismo Beach,Shell  Beach,,35.151,-120.681,7/3/05,released,,7/31/05,,domoic acid toxicity (acute)
Ellwood,California Sea Lion,Subadult,Female,1,7/8/05,Monterey,Carmel,Carmel City Beach,Ocean Avenue & 8th Street,36.556,-121.935,7/8/05,released,,8/10/05,,"trauma, domoic acid toxicity (acute)"
Tuf Enuf,California Sea Lion,Yearling,Male,1,7/10/05,San Luis Obispo,Morro Bay,Morro Bay Harbor,edge of parking lot at Embarcadero & Beach Streets,35.365,-120.871,7/11/05,released,,9/4/05,,"malnutrition, entanglement, domoic acid toxicity (acute)"
Nonzen,California Sea Lion,Yearling,Female,1,7/11/05,San Luis Obispo,Pismo Beach,Pismo State Beach,underneath the Pismo Pier,35.138,-120.649,7/11/05,released,,8/5/05,,domoic acid toxicity (acute)
Perro,California Sea Lion,Adult,Female,1,7/12/05,San Luis Obispo,Morro Bay,Morro Strand State Beach (South),across from PG&E plant and Toro Creek,35.417,-120.881,7/12/05,released,,8/1/05,,domoic acid toxicity (acute)
Squaw,California Sea Lion,Subadult,Male,1,7/14/05,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,at Pier Avenue,35.105,-120.637,7/14/05,released,,7/28/05,,"domoic acid toxicity (acute), bad location"
Sandy Mandy,California Sea Lion,Subadult,Female,1,7/15/05,San Luis Obispo,Morro Bay,Morro Bay Harbor,in rocks near the museum train that goes around the marina,35.365,-120.871,7/15/05,released,,7/31/05,,domoic acid toxicity (acute)
Boatenhamer,California Sea Lion,Subadult,Male,1,7/17/05,San Luis Obispo,Morro Bay,Morro Strand State Beach (South),near campground,35.378,-120.87,7/17/05,released,,8/1/05,,domoic acid toxicity (acute)
Guadalupe Sue,California Sea Lion,Adult,Female,1,7/17/05,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,Santa Maria Estuary,34.974,-120.648,7/17/05,released,,8/10/05,,"domoic acid toxicity (acute), bad location"
Celea,California Sea Lion,Adult,Female,1,7/17/05,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,Post 4,35.047,-120.629,7/17/05,died in treatment,,8/14/05,domoic acid toxicity (acute),"domoic acid toxicity (acute), bad location"
Mr. Automatic,California Sea Lion,Adult,Female,1,7/18/05,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,at end of Pier Avenue ramp,35.105,-120.637,7/18/05,released,,8/10/05,,"domoic acid toxicity (acute), bad location"
Charismatic,California Sea Lion,Juvenile,Male,1,7/18/05,San Luis Obispo,Pismo Beach,Pismo State Beach,20 yards north of lifeguard station/ pier,35.144,-120.656,7/18/05,released,,8/12/05,,domoic acid toxicity (acute)
Siren,California Sea Lion,Subadult,Male,1,7/18/05,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,Post 4,35.074,-120.636,7/18/05,released,,8/12/05,,"domoic acid toxicity (acute), bad location"
Towlette,California Sea Lion,Juvenile,Male,1,7/19/05,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,between post 4 and 5,35.047,-120.629,7/19/05,released,,7/31/05,,"domoic acid toxicity (acute), bad location"
Drucilla,California Sea Lion,Adult,Female,1,7/19/05,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,Pier Ave entrance,35.104,-120.631,7/19/05,euthanasia,,7/30/05,"Euthanasia, domoic acid toxicity (acute)","domoic acid toxicity (acute), bad location"
Alf,California Sea Lion,Juvenile,Male,1,7/20/05,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,post 3,35.083,-120.636,7/20/05,released,,7/31/05,,"domoic acid toxicity (acute), bad location"
Boris,California Sea Lion,Subadult,Male,1,7/21/05,San Luis Obispo,Grover Beach,Oceano Dunes Vehicular Recreation Area,at Grand Avenue,35.122,-120.64,7/21/05,released,,8/1/05,,"domoic acid toxicity (acute), bad location"
Bebe,California Sea Lion,Yearling,Female,1,7/22/05,San Luis Obispo,Grover Beach,Oceano Dunes Vehicular Recreation Area,at Grand Avenue,35.122,-120.64,7/22/05,released,,8/10/05,,"domoic acid toxicity (acute), bad location"
Bindi,California Sea Lion,Subadult,Male,1,7/22/05,San Luis Obispo,Grover Beach,Oceano Dunes Vehicular Recreation Area,at Grand Avenue,35.122,-120.64,7/22/05,released,,9/30/05,,"trauma, domoic acid toxicity (acute), bad location"
Ploverland,California Sea Lion,Adult,Female,1,7/22/05,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,"Oso Flaco, just past the snowy plovers",35.031,-120.641,7/22/05,released,,8/10/05,,"domoic acid toxicity (acute), bad location"
Bodacious,California Sea Lion,Subadult,Male,1,7/24/05,San Luis Obispo,Morro Bay,Morro Strand State Beach (South),across from Coleman Park,35.369,-120.871,7/24/05,released,,8/12/05,,domoic acid toxicity (acute)
Spelunking,California Sea Lion,Adult,Female,1,7/24/05,San Luis Obispo,Morro Bay,Morro Rock,base of South jetty,35.369,-120.871,7/24/05,released,,8/23/05,,domoic acid toxicity (acute)
Webetired,California Sea Lion,Adult,Female,1,7/24/05,San Luis Obispo,Avila Beach,Avila State Beach,across from playground,35.172,-120.731,7/25/05,released,,8/8/05,,domoic acid toxicity (acute)
NoMas,California Sea Lion,Adult,Female,1,7/25/05,San Luis Obispo,Morro Bay,Morro Strand State Beach (South),South of State Park parking lot,35.383,-120.871,7/25/05,euthanasia,,8/19/05,"Euthanasia, domoic acid toxicity (acute), trauma",domoic acid toxicity (acute)
One2mini,California Sea Lion,Subadult,Male,1,7/25/05,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,between Pier and Grand Avenue,35.113,-120.638,7/25/05,released,,8/10/05,,"domoic acid toxicity (acute), bad location"
Algaestinks,California Sea Lion,Adult,Female,1,7/25/05,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,Post 5,35.066,-120.637,7/25/05,released,,8/5/05,,"domoic acid toxicity (acute), bad location"
NoVacancy,California Sea Lion,Adult,Female,1,7/25/05,San Luis Obispo,Pismo Beach,Pismo State Beach,400 yards north of the pier,35.141,-120.652,7/25/05,released,,8/5/05,,domoic acid toxicity (acute)
Busy Signal,California Sea Lion,Adult,Female,1,7/25/05,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,Post #7,35.049,-120.639,7/25/05,released,,8/12/05,,"domoic acid toxicity (acute), bad location"
NXS,California Sea Lion,Adult,Female,1,7/25/05,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,post #7,35.049,-120.639,7/25/05,released,,8/8/05,,"domoic acid toxicity (acute), bad location"
Full House,California Sea Lion,Adult,Female,1,7/25/05,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,post #7,35.049,-120.638,7/25/05,released,,8/12/05,,"domoic acid toxicity (acute), bad location"
Hollee,California Sea Lion,Adult,Female,1,7/25/05,San Luis Obispo,San Simeon,Hearst Memorial State Beach,Just South of the pier,35.638,-121.186,7/26/05,euthanasia,,8/11/05,"Euthanasia, domoic acid toxicity (chronic)",domoic acid toxicity (acute)
Dr. Cardinale,California Sea Lion,Adult,Female,1,7/25/05,San Luis Obispo,Pismo Beach,Shell Beach,South end of Indio Drive,35.169,-120.697,7/26/05,euthanasia,,8/12/05,"Euthanasia, domoic acid toxicity (acute)",domoic acid toxicity (acute)
Midramp,California Sea Lion,Adult,Female,1,7/26/05,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,between Grand Avenue and Pier Avenue,35.113,-120.638,7/26/05,released,,8/23/05,,"domoic acid toxicity (acute), bad location"
Spangler,California Sea Lion,Adult,Female,1,7/26/05,San Luis Obispo,Pismo Beach,Pismo State Beach,between pier and volleyball courts,35.141,-120.652,7/26/05,released,,8/23/05,,domoic acid toxicity (acute)
Small X,California Sea Lion,Yearling,Male,1,7/26/05,San Luis Obispo,San Simeon,,1008 San Simeon Creek Road (private residence),35.6428,-121.1914,7/26/05,released,,9/19/05,,"domoic acid toxicity, human interaction"
La Fever,California Sea Lion,Adult,Female,1,7/26/05,San Luis Obispo,Pismo Beach,Shell Beach,west end of Seacliff Road,35.151,-120.681,7/27/05,released,,8/10/05,,domoic acid toxicity (acute)
Goosey,California Sea Lion,Adult,Female,1,7/26/05,San Luis Obispo,San Simeon,San Simeon State Beach,outside north entrance,35.583,-121.125,7/27/05,released,,8/23/05,,domoic acid toxicity (acute)
Fesperanza,California Sea Lion,Adult,Female,1,7/27/05,San Luis Obispo,Grover Beach,Oceano Dunes Vehicular Recreation Area,Grand Ave ramp,35.122,-120.64,7/27/05,released,,8/17/05,,"domoic acid toxicity (acute), bad location"
Southside,California Sea Lion,Juvenile,Male,1,7/27/05,San Luis Obispo,Pismo Beach,Pismo State Beach,near Stinson Drive,35.138,-120.649,7/27/05,released,,8/8/05,,domoic acid toxicity (acute)
Rimshot,California Sea Lion,Subadult,Male,1,7/27/05,San Mateo,Pacifica,Sharp Park Beach,(aka Esplinade Beach) just north of the pier,37.634,-122.498,7/29/05,died in treatment,,7/31/05,Leptospirosis,leptospirosis
Roja,California Sea Lion,Subadult,Male,1,7/28/05,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,post 1,35.1,-120.637,7/28/05,released,,8/17/05,,"domoic acid toxicity (acute), bad location"
Chalula,California Sea Lion,Adult,Female,1,7/28/05,San Luis Obispo,Pismo Beach,Shell Beach,121 Indio Drive,35.151,-120.681,7/28/05,released,,9/27/05,,domoic acid toxicity (acute)
Costa Mesa,California Sea Lion,Adult,Female,1,7/28/05,San Luis Obispo,Cambria,Moonstone Beach,in front of the Castle Inn,35.578,-121.116,7/28/05,died in treatment,,9/26/05,Domoic acid toxicity (chronic),"domoic acid toxicity (acute), domoic acid toxicity (chronic)"
"Orange Juice


",California Sea Lion,Adult,Male,1,7/28/05,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,post 2,35.092,-120.636,7/28/05,released,,8/17/05,,"domoic acid toxicity (acute), bad location"
Essa,California Sea Lion,Juvenile,Male,1,7/28/05,San Luis Obispo,Pismo Beach,Pismo State Beach,South of lifeguard tower one near Sea Venture Hotel,35.1355,-120.6421,7/28/05,released,,8/8/05,,domoic acid toxicity (acute)
Lapdog,California Sea Lion,Juvenile,Male,1,7/28/05,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,post 4,35.074,-120.636,7/28/05,released,,8/22/05,,"domoic acid toxicity (acute), bad location"
Hoeflich,California Sea Lion,Subadult,Female,1,7/29/05,San Luis Obispo,Cayucos,Morro Strand State Beach (North),at Yerba Buena Street,35.4031,-120.8698,7/29/05,released,,8/14/05,,domoic acid toxicity (acute)
Rivage,California Sea Lion,Juvenile,Male,1,7/29/05,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,midramp,35.113,-120.633,7/29/05,released,,8/22/05,,"domoic acid toxicity (acute), bad location"
Damaged,California Sea Lion,Adult,Female,1,7/29/05,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,post 6.5,35.053,-120.638,7/29/05,released,,9/12/05,,"domoic acid toxicity (acute), bad location"
Roseville,California Sea Lion,Juvenile,Male,1,7/29/05,San Luis Obispo,San Simeon,William R. Hearst Memorial State Beach,north of the pier,35.638,-121.186,7/29/05,died in treatment,,8/15/05,"renal failure, myopathy","domoic acid toxicity (acute), renal failure"
Tokeelus,California Sea Lion,Subadult,Male,1,7/30/05,San Luis Obispo,,Chevron Beach,at Toro Creek,35.413,-120.879,7/30/05,released,,8/22/05,,domoic acid toxicity (acute)
Mirabella,California Sea Lion,Adult,Female,1,7/30/05,San Luis Obispo,Avila Beach,Avila State Beach,"Fossil Point, very South end, 2nd cove from main beach",35.175,-120.721,7/30/05,died in treatment,,7/31/05,domoic acid toxicity (acute),domoic acid toxicity (acute)
Ruby Tuesday,California Sea Lion,Adult,Female,1,7/30/05,San Luis Obispo,Cayucos,Estero Bluffs,"Mile marker 39.5, between Cayucos and Villa Creek",35.442,-120.946,7/30/05,released,,10/14/05,,domoic acid toxicity (acute)
Marlene,California Sea Lion,Juvenile,Male,1,7/30/05,San Luis Obispo,Cayucos,Cayucos Beach,~100 yards downcoast of 6th Street access,35.437,-120.901,7/30/05,released,,8/18/05,,domoic acid toxicity (acute)
Cornchip,California Sea Lion,Subadult,Female,1,7/30/05,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,Post 6,35.057,-120.637,7/30/05,released,,8/10/05,,"domoic acid toxicity (acute), bad location"
Nocoffee,California Sea Lion,Juvenile,Male,1,7/31/05,San Luis Obispo,Avila Beach,Port San Luis Beach,on rocks by sport fishing lift,35.178,-120.74,7/31/05,died in treatment,,8/1/05,"renal failure, encephalitis","malnutrition, domoic acid toxicity (acute), renal failure, encephalitis"
Crunch Captain,California Sea Lion,Adult,Female,1,7/31/05,San Luis Obispo,Pismo Beach,Pismo State Beach,1/2 mile north of Grand Avenue,35.126,-120.642,7/31/05,released,,8/23/05,,domoic acid toxicity (acute)
Dreamboys,California Sea Lion,Subadult,Male,1,7/31/05,San Luis Obispo,Pismo Beach,Shell Beach,50 feet north of Cliff Hotel,35.151,-120.681,7/31/05,died in treatment,,8/1/05,"Malnutrition, domoic acid toxicity (acute)",domoic acid toxicity (acute)
Digit,California Sea Lion,Juvenile,Male,1,7/31/05,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,at Pier Avenue ramp,35.105,-120.637,7/31/05,released,,8/8/05,,"normal, domoic acid toxicity (acute), bad location"
RockHopper,California Sea Lion,Juvenile,Male,1,8/1/05,San Luis Obispo,Pismo Beach,Pismo State Beach,downstairs and to the right below SeaCrest Resort,35.144,-120.656,8/1/05,released,,8/12/05,,domoic acid toxicity (acute)
Claudette,California Sea Lion,Adult,Female,1,8/1/05,San Luis Obispo,Pismo Beach,Pismo State Beach,northside of pier,35.138,-120.649,8/2/05,released,,8/23/05,,domoic acid toxicity (acute)
Lulu,California Sea Lion,Adult,Female,1,8/2/05,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,post 1.5,35.069,-120.636,8/2/05,euthanasia,,8/11/05,"Euthanasia, domoic acid toxicity (acute)","domoic acid toxicity (acute), bad location"
Winn,California Sea Lion,Adult,Male,1,8/2/05,San Mateo,Princeton-by-the-Sea,Pillar Point Harbor,Just West of Maverick's Beach parking lot,37.5,-122.504,8/4/05,released,,8/17/05,,domoic acid toxicity (acute)
WR,California Sea Lion,Adult,Male,1,8/3/05,San Luis Obispo,San Simeon,Hearst Memorial State Beach,"north of pier, on lawn on Hearst property",35.638,-121.186,8/3/05,died in treatment,,8/3/05,domoic acid toxicity (acute),domoic acid toxicity (acute)
Toasty,California Sea Lion,Adult,Female,1,8/3/05,Santa Barbara,Guadalupe,Guadalupe-Nipomo Dunes,1/4 mile South of Main Street access,34.968,-120.6505,8/3/05,released,,8/22/05,,domoic acid toxicity (acute)
Sigrid,California Sea Lion,Juvenile,Male,1,8/3/05,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,Post 6,35.057,-120.637,8/3/05,died in treatment,,8/4/05,domoic acid toxicity (acute),"domoic acid toxicity (acute), bad location"
Christiansen,California Sea Lion,Subadult,Male,1,8/3/05,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,Oso Flaco Creek,35.031,-120.641,8/3/05,euthanasia,,8/9/05,"Euthanasia, domoic acid toxicity (acute)","domoic acid toxicity (acute), bad location"
Hoff,California Sea Lion,Adult,Female,1,8/3/05,San Luis Obispo,Morro Bay,Morro Rock and Beach,north side of The Rock by the parking lot,35.374,-120.87,8/4/05,died in treatment,,8/4/05,domoic acid toxicity (acute),domoic acid toxicity (acute)
Neuschwander,California Sea Lion,Adult,Female,1,8/3/05,San Luis Obispo,Avila Beach,Avila State Beach,Lifeguard tower 2,35.172,-120.731,8/4/05,released,,8/31/05,,"leptospirosis, domoic acid toxicity (acute)"
Cheesy,California Sea Lion,Adult,Female,1,8/4/05,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,South of Oso Flaco Creek,35.031,-120.641,8/4/05,died in treatment,,8/8/05,"septicemia, cystitis, drowning","domoic acid toxicity (acute), septicemia, bad location"
Appetizer,California Sea Lion,Juvenile,Male,1,8/4/05,San Luis Obispo,Avila Beach,Avila State Beach,"South of the pier, West of intersection of Front & San Luis Streets",35.172,-120.731,8/4/05,released,,8/15/05,,domoic acid toxicity (acute)
Nightcap,California Sea Lion,Yearling,Female,1,8/5/05,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,Post 5.5,35.061,-120.637,8/5/05,released,,9/26/05,,"pneumonia, bad location"
Wrightwood,California Sea Lion,Juvenile,Male,1,8/5/05,San Luis Obispo,Morro Bay,Morro Strand State Beach (South),Between Coister's & high school,35.387,-120.871,8/5/05,died in treatment,,8/21/05,domoic acid toxicity (acute),"infection, domoic acid toxicity (acute)"
